cluster[object],x[int64],y[int64],cell[int64],center[object]
c5,93,31,6108,N
c5,91,59,6116,N
c5,89,34,6118,N
c5,91,34,6119,N
c5,97,41,6120,N
c5,102,14,6121,N
c5,98,110,6125,N
c5,96,3,6127,N
c5,87,105,6134,N
c5,94,122,6137,N
c5,91,32,6138,N
c5,93,100,6139,N
c5,94,51,6141,N
c5,87,98,6143,N
c5,93,0,6144,N
c5,99,45,6145,N
c5,92,22,6146,N
c5,98,25,6147,N
c5,97,5,6148,N
c5,96,22,6149,N
c5,84,21,6152,N
c5,99,63,6155,N
c5,87,9,6156,N
c5,91,28,6157,N
c5,99,8,6161,N
c5,98,49,6162,N
c5,96,106,6163,N
c5,101,5,6168,N
c5,82,23,6171,N
c5,87,4,6174,N
c5,83,98,6175,N
c5,91,109,6180,N
c5,96,55,6181,N
c5,90,46,6183,N
c5,94,32,6184,N
c5,93,29,6185,N
c5,96,45,6186,N
c5,99,61,6188,N
c5,96,98,6189,N
c5,98,5,6190,N
c5,101,109,6191,N
c5,83,94,6199,N
c5,95,64,6201,N
c5,85,89,6202,N
c5,98,56,6206,N
c5,93,75,6207,N
c5,94,111,6208,N
c5,102,35,6210,N
c5,101,53,6211,N
c5,81,31,6216,N
c5,85,106,6218,N
c5,90,11,6219,N
c5,91,54,6223,N
c5,92,56,6227,N
c5,89,95,6229,N
c5,93,97,6230,N
c5,93,73,6231,N
c5,101,14,6234,N
c5,96,94,6235,N
c5,101,61,6238,N
c5,81,35,6242,N
c5,89,9,6245,N
c5,91,97,6247,N
c5,88,98,6248,N
c5,94,110,6249,N
c5,93,102,6250,N
c5,89,72,6251,N
c5,91,20,6252,N
c5,98,104,6256,N
c5,100,2,6257,N
c5,96,75,6258,N
c5,99,126,6259,N
c5,96,80,6260,N
c5,84,11,6263,N
c5,83,24,6267,N
c5,82,95,6269,N
c5,91,110,6270,N
c5,81,80,6271,N
c5,91,52,6273,N
c5,90,40,6274,N
c5,95,68,6275,N
c5,96,72,6278,N
c5,102,104,6279,N
c5,92,73,6280,N
c5,96,74,6281,N
c5,99,117,6282,N
c5,103,17,6283,N
c5,101,29,6284,N
c5,83,85,6288,N
c5,82,90,6289,N
c5,86,40,6290,N
c5,88,66,6291,N
c5,84,99,6294,N
c5,90,92,6301,N
c5,91,53,6302,N
c5,97,118,6303,N
c5,100,1,6306,N
c5,99,60,6307,N
c5,85,127,6309,N
c5,85,23,6313,N
c5,89,102,6314,N
c5,92,100,6315,N
c5,86,82,6317,N
c5,94,46,6321,N
c5,91,79,6322,N
c5,101,126,6323,N
c5,81,18,6325,N
c5,81,33,6329,N
c5,89,40,6331,N
c5,89,92,6333,N
c5,96,110,6337,N
c5,91,29,6339,N
c5,102,98,6343,N
c5,100,72,6345,N
c5,87,14,6346,N
c5,89,14,6347,N
c5,87,92,6349,N
c5,88,109,6350,N
c5,82,78,6351,N
c5,92,67,6352,N
c5,87,94,6353,N
c5,92,14,6355,N
c5,83,90,6357,N
c5,92,90,6358,N
c5,89,38,6359,N
c5,93,77,6363,N
c5,98,69,6365,N
c5,101,6,6366,N
c5,98,15,6367,N
c5,92,32,6368,N
c5,81,17,6374,N
c5,76,36,6376,N
c5,87,116,6381,N
c5,89,31,6384,N
c5,82,122,6385,N
c5,94,54,6386,N
c5,87,78,6388,N
c5,93,95,6389,N
c5,90,127,6390,N
c5,89,78,6391,N
c5,92,49,6392,N
c5,96,51,6395,N
c5,89,79,6396,N
c5,90,54,6398,N
c5,95,66,6399,N
c5,94,57,6401,N
c5,93,37,6403,N
c5,94,47,6404,N
c5,99,44,6405,N
c5,97,65,6406,N
c5,95,93,6408,N
c5,100,31,6409,N
c5,99,31,6411,N
c5,88,20,6417,N
c5,94,69,6418,N
c5,88,41,6419,N
c5,92,46,6421,N
c5,92,23,6423,N
c5,92,45,6424,N
c5,97,102,6425,N
c5,92,78,6426,N
c5,102,63,6427,N
c5,90,85,6428,N
c5,102,108,6430,N
c5,88,6,6433,N
c5,86,10,6434,N
c5,93,96,6439,N
c5,89,10,6440,N
c5,94,6,6441,N
c5,101,52,6443,N
c5,98,57,6444,N
c5,95,5,6447,N
c5,98,32,6448,N
c5,99,101,6449,N
c5,82,27,6453,N
c5,90,3,6454,N
c5,84,89,6456,N
c5,84,120,6459,N
c5,88,110,6462,N
c5,86,85,6464,N
c5,91,23,6466,N
c5,95,31,6467,N
c5,93,36,6468,N
c5,103,55,6469,N
c5,95,24,6470,N
c5,94,120,6481,N
c5,90,20,6483,N
c5,85,77,6484,N
c5,95,126,6485,N
c5,86,45,6488,N
c5,91,125,6490,N
c5,92,111,6491,N
c5,94,83,6492,N
c5,98,95,6493,N
c5,90,96,6494,N
c5,93,115,6495,N
c5,102,7,6499,N
c5,94,99,6501,N
c5,100,102,6502,N
c5,101,123,6503,N
c5,100,3,6504,N
c5,81,24,6512,N
c5,90,64,6514,N
c5,89,98,6516,N
c5,91,4,6517,N
c5,91,80,6518,N
c5,95,56,6519,N
c5,87,29,6520,N
c5,91,24,6522,N
c5,100,107,6524,N
c5,99,50,6525,N
c5,104,0,6529,N
c5,98,89,6530,N
c5,101,103,6531,N
c5,83,37,6533,N
c5,85,98,6536,N
c5,85,126,6538,N
c5,88,50,6541,N
c5,94,4,6542,N
c5,83,36,6543,N
c5,92,13,6544,N
c5,99,115,6545,N
c5,82,80,6547,N
c5,86,91,6551,N
c5,95,119,6554,N
c5,101,31,6558,N
c5,100,4,6559,N
c5,97,24,6560,N
c5,99,106,6561,N
c5,97,33,6562,N
c5,101,82,6563,N
c5,95,40,6564,N
c5,92,88,6565,N
c5,104,1,6566,N
c5,80,5,6567,N
c5,86,0,6568,N
c5,85,31,6572,N
c5,84,34,6575,N
c5,84,93,6577,N
c5,99,13,6579,N
c5,89,30,6580,N
c5,89,37,6581,N
c5,95,46,6582,N
c5,92,105,6583,N
c5,93,111,6584,N
c5,94,16,6585,N
c5,103,114,6586,N
c5,102,52,6587,N
c5,98,127,6588,N
c5,97,114,6590,N
c5,96,93,6593,N
c5,104,50,6595,N
c5,96,38,6597,N
c5,82,13,6600,N
c5,94,1,6604,N
c5,86,87,6605,N
c5,95,105,6606,N
c5,94,64,6607,N
c5,86,106,6608,N
c5,93,47,6609,N
c5,96,2,6610,N
c5,94,103,6611,N
c5,97,99,6612,N
c5,91,37,6613,N
c5,96,56,6614,N
c5,95,82,6615,N
c5,99,28,6616,N
c5,98,12,6617,N
c5,98,98,6618,N
c5,83,76,6628,N
c5,88,53,6629,N
c5,93,50,6631,N
c5,92,117,6632,N
c5,93,21,6633,N
c5,92,44,6634,N
c5,92,77,6635,N
c5,93,46,6636,N
c5,97,80,6637,N
c5,95,111,6638,N
c5,101,101,6640,N
c5,99,38,6642,N
c5,99,86,6645,N
c5,101,121,6646,N
c5,78,34,6652,N
c5,84,18,6653,N
c5,83,19,6654,N
c5,88,0,6655,N
c5,83,96,6656,N
c5,87,37,6661,N
c5,91,103,6662,N
c5,90,14,6664,N
c5,86,81,6665,N
c5,91,84,6666,N
c5,92,72,6667,N
c5,90,72,6668,N
c5,90,83,6670,N
c5,93,45,6672,N
c5,97,105,6673,N
c5,94,23,6674,N
c5,95,3,6675,N
c5,100,56,6676,N
c5,78,20,6679,N
c5,87,103,6681,N
c5,88,13,6682,N
c5,79,78,6683,N
c5,89,20,6684,N
c5,92,7,6685,N
c5,90,112,6687,N
c5,88,96,6688,N
c5,91,14,6689,N
c5,85,88,6690,N
c5,93,39,6692,N
c5,93,98,6693,N
c5,96,121,6694,N
c5,90,103,6695,N
c5,94,93,6697,N
c5,95,95,6698,N
c5,77,29,6703,N
c5,90,126,6705,N
c5,84,109,6706,N
c5,91,73,6707,N
c5,86,108,6708,N
c5,91,6,6709,N
c5,92,126,6711,N
c5,96,126,6714,N
c5,100,38,6715,N
c5,96,114,6716,N
c5,94,63,6717,N
c5,100,124,6718,N
c5,97,1,6719,N
c5,101,34,6720,N
c5,101,32,6721,N
c5,86,26,6728,N
c5,82,109,6729,N
c5,90,19,6731,N
c5,95,6,6734,N
c5,90,91,6738,N
c5,91,60,6739,N
c5,90,28,6740,N
c5,92,31,6745,N
c5,94,76,6746,N
c5,105,1,6748,N
c5,99,15,6749,N
c5,94,102,6750,N
c5,81,102,6758,N
c5,89,58,6759,N
c5,88,31,6760,N
c5,83,38,6762,N
c5,83,79,6764,N
c5,93,24,6765,N
c5,97,23,6766,N
c5,93,66,6767,N
c5,91,118,6768,N
c5,88,105,6769,N
c5,96,8,6772,N
c5,95,74,6773,N
c5,100,69,6774,N
c5,88,17,6777,N
c5,88,121,6779,N
c5,86,86,6785,N
c5,86,109,6788,N
c5,90,41,6789,N
c5,95,88,6790,N
c5,95,63,6793,N
c5,88,79,6796,N
c5,97,40,6799,N
c5,94,75,6800,N
c5,102,126,6801,N
c5,96,120,6802,N
c5,100,65,6803,N
c5,101,70,6804,N
c5,99,35,6805,N
c5,84,49,6811,N
c5,86,20,6812,N
c5,88,126,6813,N
c5,85,19,6814,N
c5,82,0,6815,N
c5,87,111,6817,N
c5,92,27,6818,N
c5,90,17,6819,N
c5,94,124,6821,N
c5,93,58,6822,N
c5,94,29,6823,N
c5,80,81,6824,N
c5,93,16,6825,N
c5,93,40,6829,N
c5,89,115,6830,N
c5,95,34,6831,N
c5,97,104,6832,N
c5,96,42,6833,N
c5,90,29,6835,N
c5,94,91,6836,N
c5,97,39,6837,N
c5,95,85,6838,N
c5,101,24,6839,N
c5,102,60,6840,N
c5,97,74,6841,N
c5,102,38,6845,N
c5,94,40,6846,N
c5,82,21,6854,N
c5,86,116,6857,N
c5,92,9,6858,N
c5,99,116,6859,N
c5,92,113,6860,N
c5,93,32,6861,N
c5,99,113,6862,N
c5,100,21,6863,N
c5,89,76,6864,N
c5,91,88,6866,N
c5,88,81,6868,N
c5,97,59,6869,N
c5,93,17,6870,N
c5,97,64,6871,N
c5,99,119,6872,N
c5,102,49,6874,N
c5,94,81,6875,N
c5,100,35,6876,N
c5,103,116,6879,N
c5,97,95,6880,N
c5,104,47,6881,N
c5,104,116,6882,N
c5,82,15,6888,N
c5,88,94,6892,N
c5,87,95,6894,N
c5,92,103,6896,N
c5,92,59,6899,N
c5,84,79,6900,N
c5,84,90,6901,N
c5,87,35,6903,N
c5,96,71,6906,N
c5,88,72,6907,N
c5,95,103,6908,N
c5,94,30,6909,N
c5,99,53,6912,N
c5,99,39,6914,N
c5,93,99,6915,N
c5,99,72,6916,N
c5,96,23,6917,N
c5,97,76,6919,N
c5,100,80,6921,N
c5,97,78,6922,N
c5,99,46,6924,N
c5,102,100,6925,N
c5,99,96,6926,N
c5,90,35,6928,N
c5,89,118,6930,N
c5,83,80,6932,N
c5,88,107,6933,N
c5,88,103,6934,N
c5,88,125,6935,N
c5,91,61,6936,N
c5,90,121,6937,N
c5,91,121,6938,N
c5,95,106,6939,N
c5,91,27,6940,N
c5,94,48,6941,N
c5,97,123,6942,N
c5,93,5,6943,N
c5,85,90,6944,N
c5,90,52,6945,N
c5,89,85,6947,N
c5,95,58,6948,N
c5,94,36,6950,N
c5,89,91,6951,N
c5,91,117,6952,N
c5,85,87,6953,N
c5,91,26,6954,N
c5,93,70,6955,N
c5,104,123,6960,N
c5,97,68,6961,N
c5,104,70,6962,N
c5,101,93,6963,N
c5,84,122,6967,N
c5,80,40,6968,N
c5,82,30,6969,N
c5,83,41,6973,N
c5,93,3,6974,N
c5,95,115,6976,N
c5,85,41,6978,N
c5,89,70,6979,N
c5,96,48,6980,N
c5,92,102,6981,N
c5,92,92,6982,N
c5,95,49,6983,N
c5,97,61,6984,N
c5,93,42,6985,N
c5,98,52,6986,N
c5,96,84,6987,N
c5,105,120,6988,N
c5,99,5,6989,N
c5,97,127,6991,N
c5,93,89,6993,N
c5,101,26,6994,N
c5,96,21,6995,N
c5,105,54,6996,N
c5,98,99,6997,N
c5,104,68,6998,N
c5,102,34,6999,N
c5,101,76,7000,N
c5,102,85,7001,N
c5,75,17,7003,N
c5,84,101,7008,N
c5,90,63,7009,N
c5,84,24,7010,N
c5,84,82,7016,N
c5,84,80,7017,N
c5,89,87,7019,N
c5,91,33,7022,N
c5,95,75,7024,N
c5,93,63,7025,N
c5,97,57,7027,N
c5,82,79,7029,N
c5,95,14,7030,N
c5,98,126,7031,N
c5,94,97,7032,N
c5,90,84,7035,N
c5,103,97,7036,N
c5,96,64,7037,N
c5,92,91,7039,N
c5,99,48,7040,N
c5,95,77,7042,N
c5,102,1,7043,N
c5,98,102,7047,N
c5,99,36,7048,N
c5,98,24,7049,N
c5,97,73,7050,N
c5,97,8,7051,N
c5,95,89,7054,N
c5,86,125,7059,N
c5,90,69,7060,N
c5,84,84,7062,N
c5,87,21,7063,N
c5,94,118,7064,N
c5,91,69,7065,N
c5,84,78,7066,N
c5,90,74,7069,N
c5,94,55,7070,N
c5,95,116,7071,N
c5,97,19,7073,N
c5,101,18,7074,N
c5,96,95,7075,N
c5,96,35,7076,N
c5,101,106,7077,N
c5,99,54,7078,N
c5,100,6,7080,N
c5,96,46,7081,N
c5,98,60,7082,N
c5,95,99,7083,N
c5,95,39,7085,N
c5,100,23,7087,N
c5,101,35,7088,N
c5,99,29,7090,N
c5,99,78,7091,N
c5,85,114,7097,N
c5,91,5,7098,N
c5,80,38,7100,N
c5,92,98,7103,N
c5,94,26,7104,N
c5,90,90,7109,N
c5,89,35,7111,N
c5,102,65,7113,N
c5,95,47,7116,N
c5,96,61,7119,N
c5,97,38,7121,N
c5,99,94,7122,N
c5,96,127,7123,N
c5,102,22,7124,N
c5,101,60,7125,N
c5,99,12,7127,N
c5,98,96,7128,N
c5,95,41,7129,N
c5,102,105,7130,N
c5,85,17,7137,N
c5,88,14,7144,N
c5,91,1,7145,N
c5,83,39,7146,N
c5,88,73,7147,N
c5,93,107,7148,N
c5,91,39,7149,N
c5,91,77,7152,N
c5,94,59,7154,N
c5,97,111,7155,N
c5,92,33,7156,N
c5,97,51,7157,N
c5,98,39,7160,N
c5,96,65,7161,N
c5,105,23,7162,N
c5,99,4,7163,N
c5,96,24,7164,N
c5,101,42,7165,N
c5,103,50,7166,N
c5,104,49,7167,N
c5,83,11,7170,N
c5,82,18,7174,N
c5,88,85,7176,N
c5,84,39,7179,N
c5,91,113,7181,N
c5,95,87,7183,N
c5,92,37,7186,N
c5,97,17,7187,N
c5,99,24,7189,N
c5,95,72,7191,N
c5,97,48,7192,N
c5,98,70,7194,N
c5,93,59,7195,N
c5,103,54,7196,N
c5,103,60,7198,N
c5,98,90,7199,N
c5,102,106,7200,N
c5,101,80,7202,N
c5,98,3,7203,N
c5,99,98,7204,N
c5,99,85,7205,N
c5,90,122,7211,N
c5,81,87,7215,N
c5,90,55,7219,N
c5,93,51,7221,N
c5,90,106,7222,N
c5,92,110,7223,N
c5,92,2,7224,N
c5,88,27,7225,N
c5,90,118,7226,N
c5,92,24,7228,N
c5,90,89,7229,N
c5,86,93,7230,N
c5,94,60,7231,N
c5,97,116,7232,N
c5,96,37,7234,N
c5,101,78,7235,N
c5,102,109,7236,N
c5,98,115,7239,N
c5,97,70,7240,N
c5,101,36,7241,N
c5,103,125,7243,N
c5,106,64,7244,N
c5,99,93,7245,N
c5,104,51,7246,N
c5,83,10,7249,N
c5,91,58,7252,N
c5,88,12,7254,N
c5,84,86,7257,N
c5,92,108,7258,N
c5,96,44,7261,N
c5,90,88,7263,N
c5,94,43,7264,N
c5,99,73,7265,N
c5,96,103,7267,N
c5,104,57,7268,N
c5,99,118,7269,N
c5,103,123,7270,N
c5,100,127,7271,N
c5,95,61,7272,N
c5,93,112,7273,N
c5,92,83,7274,N
c5,99,99,7275,N
c5,95,86,7276,N
c5,102,56,7277,N
c5,99,57,7278,N
c5,99,59,7279,N
c5,95,101,7280,N
c5,96,66,7281,N
c5,99,102,7282,N
c5,104,108,7283,N
c5,97,89,7284,N
c5,103,13,7285,N
c5,96,28,7287,N
c5,98,72,7288,N
c5,97,31,7289,N
c5,105,44,7290,N
c5,80,27,7293,N
c5,81,39,7295,N
c5,85,22,7296,N
c5,88,18,7297,N
c5,92,21,7300,N
c5,91,96,7301,N
c5,93,6,7302,N
c5,95,65,7304,N
c5,94,53,7307,N
c5,98,97,7309,N
c5,92,55,7310,N
c5,94,38,7312,N
c5,98,20,7313,N
c5,100,104,7314,N
c5,97,69,7315,N
c5,98,116,7316,N
c5,97,126,7317,N
c5,96,10,7318,N
c5,95,13,7319,N
c5,92,60,7320,N
c5,90,34,7321,N
c5,97,66,7324,N
c5,99,95,7325,N
c5,102,99,7326,N
c5,101,92,7327,N
c5,100,58,7328,N
c5,99,76,7329,N
c5,94,90,7331,N
c5,98,8,7332,N
c5,102,69,7333,N
c5,98,91,7334,N
c5,101,79,7335,N
c5,100,95,7336,N
c5,86,4,7343,N
c5,84,31,7344,N
c5,85,96,7345,N
c5,95,107,7350,N
c5,91,22,7352,N
c5,84,22,7353,N
c5,92,87,7355,N
c5,86,39,7356,N
c5,91,21,7360,N
c5,97,14,7362,N
c5,89,55,7365,N
c5,96,119,7367,N
c5,88,35,7369,N
c5,86,89,7370,N
c5,97,62,7374,N
c5,100,10,7375,N
c5,93,103,7377,N
c5,99,112,7378,N
c5,95,78,7379,N
c5,97,35,7382,N
c5,100,0,7383,N
c5,100,57,7384,N
c5,98,35,7385,N
c5,100,8,7386,N
c5,87,126,7392,N
c5,90,58,7393,N
c5,87,38,7394,N
c5,91,7,7395,N
c5,83,88,7396,N
c5,93,72,7400,N
c5,91,3,7402,N
c5,101,114,7404,N
c5,97,119,7405,N
c5,92,81,7407,N
c5,98,108,7409,N
c5,87,90,7410,N
c5,96,107,7411,N
c5,97,10,7412,N
c5,101,113,7414,N
c5,99,42,7416,N
c5,96,86,7417,N
c5,100,45,7419,N
c5,95,96,7420,N
c5,99,49,7424,N
c5,98,81,7425,N
c5,101,100,7426,N
c5,98,85,7427,N
c5,97,115,7429,N
c5,101,66,7430,N
c5,101,39,7431,N
c5,105,112,7433,N
c5,101,59,7434,N
c5,99,58,7435,N
c5,82,8,7439,N
c5,83,2,7441,N
c5,85,4,7442,N
c5,93,69,7447,N
c5,93,4,7449,N
c5,84,95,7450,N
c5,88,33,7451,N
c5,89,96,7452,N
c5,92,104,7453,N
c5,91,95,7456,N
c5,91,56,7458,N
c5,100,74,7459,N
c5,101,16,7460,N
c5,95,16,7461,N
c5,97,101,7462,N
c5,93,18,7463,N
c5,96,60,7464,N
c5,96,116,7466,N
c5,92,75,7467,N
c5,99,83,7468,N
c5,93,13,7470,N
c5,101,125,7471,N
c5,99,41,7473,N
c5,99,51,7475,N
c5,93,38,7476,N
c5,102,51,7477,N
c5,95,17,7478,N
c5,98,88,7479,N
c5,99,92,7480,N
c5,102,46,7482,N
c5,98,94,7483,N
c5,104,96,7486,N
c5,100,84,7487,N
c5,99,82,7488,N
c5,105,52,7489,N
c5,88,120,7494,N
c5,86,80,7497,N
c5,81,82,7498,N
c5,92,50,7499,N
c5,91,19,7500,N
c5,95,33,7501,N
c5,92,4,7502,N
c5,87,85,7503,N
c5,94,9,7504,N
c5,92,0,7505,N
c5,88,104,7506,N
c5,91,123,7507,N
c5,93,67,7509,N
c5,92,41,7510,N
c5,94,33,7512,N
c5,92,93,7513,N
c5,97,27,7514,N
c5,92,84,7515,N
c5,90,80,7516,N
c5,98,118,7517,N
c5,96,77,7518,N
c5,101,55,7519,N
c5,101,0,7520,N
c5,103,64,7521,N
c5,99,56,7523,N
c5,94,71,7524,N
c5,101,4,7525,N
c5,88,36,7526,N
c5,96,20,7527,N
c5,102,119,7528,N
c5,98,122,7529,N
c5,101,47,7530,N
c5,102,47,7533,N
c5,102,36,7534,N
c5,83,123,7542,N
c5,90,66,7543,N
c5,82,84,7544,N
c5,86,120,7546,N
c5,90,24,7549,N
c5,84,97,7552,N
c5,94,79,7554,N
c5,96,15,7557,N
c5,96,68,7559,N
c5,99,20,7560,N
c5,94,98,7561,N
c5,95,54,7562,N
c5,93,60,7564,N
c5,96,40,7566,N
c5,100,64,7567,N
c5,98,107,7568,N
c5,100,67,7569,N
c5,97,25,7571,N
c5,100,117,7572,N
c5,100,53,7575,N
c5,103,53,7576,N
c5,92,40,7577,N
c5,97,120,7578,N
c5,102,66,7579,N
c5,103,105,7580,N
c5,97,9,7581,N
c5,104,2,7586,N
c5,102,44,7587,N
c5,100,78,7588,N
c5,101,21,7589,N
c5,100,13,7590,N
c5,103,104,7591,N
c5,84,16,7592,N
c5,90,116,7593,N
c5,86,37,7594,N
c5,86,23,7595,N
c5,95,120,7596,N
c5,85,84,7598,N
c5,96,124,7600,N
c5,91,112,7602,N
c5,91,38,7603,N
c5,90,43,7604,N
c5,87,34,7606,N
c5,95,117,7607,N
c5,98,48,7610,N
c5,94,14,7611,N
c5,92,39,7614,N
c5,97,44,7615,N
c5,98,75,7616,N
c5,98,50,7617,N
c5,94,24,7618,N
c5,101,49,7620,N
c5,98,6,7622,N
c5,96,73,7624,N
c5,100,28,7628,N
c5,97,77,7629,N
c5,96,14,7630,N
c5,99,14,7631,N
c5,91,85,7632,N
c5,103,56,7633,N
c5,97,106,7634,N
c5,99,2,7636,N
c5,104,114,7637,N
c5,99,127,7638,N
c5,96,105,7639,N
c5,102,64,7641,N
c5,100,36,7643,N
c5,98,42,7645,N
c5,100,24,7647,N
c5,102,41,7650,N
c5,102,93,7651,N
c5,78,14,7657,N
c5,89,4,7658,N
c5,86,31,7661,N
c5,88,32,7665,N
c5,86,77,7667,N
c5,86,29,7668,N
c5,88,26,7669,N
c5,94,27,7670,N
c5,96,123,7672,N
c5,94,0,7678,N
c5,92,94,7680,N
c5,100,81,7681,N
c5,100,101,7683,N
c5,99,125,7684,N
c5,97,45,7687,N
c5,95,81,7689,N
c5,97,60,7690,N
c5,94,45,7691,N
c5,101,73,7692,N
c5,105,62,7695,N
c5,106,1,7696,N
c5,98,45,7697,N
c5,93,80,7698,N
c5,103,117,7699,N
c5,99,100,7700,N
c5,101,110,7701,N
c5,102,9,7702,N
c5,102,0,7703,N
c5,101,40,7705,N
c5,98,121,7706,N
c5,102,116,7707,N
c5,94,80,7708,N
c5,99,37,7709,N
c5,103,61,7710,N
c5,100,79,7711,N
c5,100,98,7712,N
c5,90,120,7718,N
c5,87,125,7720,N
c5,90,113,7722,N
c5,92,112,7725,N
c5,94,100,7728,N
c5,95,57,7729,N
c5,91,16,7730,N
c5,88,28,7731,N
c5,95,22,7732,N
c5,91,120,7733,N
c5,93,86,7734,N
c5,96,57,7736,N
c5,96,53,7737,N
c5,96,91,7738,N
c5,103,112,7741,N
c5,102,45,7744,N
c5,97,98,7745,N
c5,81,89,7746,N
c5,98,54,7750,N
c5,101,37,7752,N
c5,96,89,7753,N
c5,94,85,7754,N
c5,98,113,7755,N
c5,100,16,7756,N
c5,98,120,7758,N
c5,98,38,7759,N
c5,101,56,7760,N
c5,97,21,7761,N
c5,101,25,7763,N
c5,102,32,7764,N
c5,96,87,7765,N
c5,107,64,7766,N
c5,93,26,7774,N
c5,93,110,7775,N
c5,93,124,7776,N
c5,89,66,7777,N
c5,95,124,7778,N
c5,93,121,7779,N
c5,99,121,7780,N
c5,91,31,7782,N
c5,91,50,7783,N
c5,93,84,7785,N
c5,97,122,7786,N
c5,95,38,7787,N
c5,100,9,7788,N
c5,95,27,7789,N
c5,93,43,7790,N
c5,94,28,7792,N
c5,95,35,7793,N
c5,98,101,7795,N
c5,94,87,7796,N
c5,94,74,7798,N
c5,95,55,7800,N
c5,97,52,7801,N
c5,98,58,7802,N
c5,95,0,7803,N
c5,97,97,7804,N
c5,97,88,7806,N
c5,99,80,7807,N
c5,103,59,7808,N
c5,100,33,7809,N
c5,100,71,7811,N
c5,97,67,7814,N
c5,96,25,7815,N
c5,104,41,7816,N
c5,102,55,7818,N
c5,81,3,7822,N
c5,89,17,7830,N
c5,91,101,7831,N
c5,92,99,7833,N
c5,93,104,7834,N
c5,91,107,7836,N
c5,88,89,7837,N
c5,81,81,7838,N
c5,93,127,7842,N
c5,97,46,7845,N
c5,91,81,7846,N
c5,97,107,7848,N
c5,98,61,7849,N
c5,97,53,7851,N
c5,100,34,7852,N
c5,104,110,7853,N
c5,104,55,7854,N
c5,96,1,7855,N
c5,95,102,7856,N
c5,96,112,7857,N
c5,97,82,7858,N
c5,98,84,7859,N
c5,88,59,7861,N
c5,102,12,7862,N
c5,100,63,7863,N
c5,94,88,7864,N
c5,98,77,7865,N
c5,99,81,7866,N
c5,101,90,7867,N
c5,100,46,7868,N
c5,98,68,7870,N
c5,98,93,7871,N
c5,100,60,7872,N
c5,102,127,7873,N
c5,104,52,7874,N
c5,97,30,7876,N
c5,105,45,7877,N
c5,99,19,7878,N
c5,99,79,7879,N
c5,103,100,7880,N
c5,104,82,7881,N
c5,88,16,7884,N
c5,87,28,7885,N
c5,86,98,7887,N
c5,91,8,7890,N
c5,91,94,7892,N
c5,104,15,7894,N
c5,91,72,7895,N
c5,87,80,7896,N
c5,94,21,7898,N
c5,93,15,7900,N
c5,89,36,7901,N
c5,97,16,7905,N
c5,96,108,7906,N
c5,87,82,7907,N
c5,92,42,7908,N
c5,102,110,7910,N
c5,98,64,7913,N
c5,98,114,7914,N
c5,105,41,7916,N
c5,98,62,7917,N
c5,100,123,7918,N
c5,103,22,7919,N
c5,96,31,7920,N
c5,103,48,7921,N
c5,100,68,7922,N
c5,102,92,7923,N
c5,96,104,7924,N
c5,103,70,7928,N
c5,101,74,7930,N
c5,98,28,7932,N
c5,88,68,7939,N
c5,86,7,7940,N
c5,84,0,7941,N
c5,89,108,7945,N
c5,94,2,7949,N
c5,94,109,7951,N
c5,92,26,7952,N
c5,82,93,7953,N
c5,95,43,7954,N
c5,92,16,7955,N
c5,92,34,7957,N
c5,90,79,7958,N
c5,98,109,7960,N
c5,100,108,7961,N
c5,95,4,7962,N
c5,94,126,7963,N
c5,94,112,7964,N
c5,102,73,7965,N
c5,97,55,7966,N
c5,93,33,7967,N
c5,98,105,7968,N
c5,95,79,7970,N
c5,98,117,7971,N
c5,100,126,7972,N
c5,101,98,7974,N
c5,99,107,7975,N
c5,95,69,7976,N
c5,96,32,7978,N
c5,94,92,7979,N
c5,93,87,7980,N
c5,98,100,7982,N
c5,98,79,7983,N
c5,102,101,7985,N
c5,91,90,7986,N
c5,98,112,7987,N
c5,100,18,7989,N
c5,103,110,7991,N
c5,95,11,7992,N
c5,95,90,7993,N
c5,97,108,7995,N
c5,101,116,7996,N
c5,100,113,7997,N
c5,99,75,7998,N
c5,101,38,7999,N
c5,100,88,8000,N
c5,81,28,8004,N
c5,86,5,8005,N
c5,85,30,8009,N
c5,95,71,8010,N
c5,85,94,8013,N
c5,91,12,8014,N
c5,100,40,8015,N
c5,95,53,8016,N
c5,100,62,8020,N
c5,93,25,8022,N
c5,91,43,8023,N
c5,101,17,8024,N
c5,90,101,8025,N
c5,94,62,8026,N
c5,90,73,8027,N
c5,95,60,8028,N
c5,97,63,8029,N
c5,96,85,8031,N
c5,96,52,8032,N
c5,95,104,8033,N
c5,97,12,8035,N
c5,92,19,8036,N
c5,101,119,8037,N
c5,100,109,8038,N
c5,96,92,8041,N
c5,100,66,8042,N
c5,100,51,8043,N
c5,99,0,8044,N
c5,95,83,8045,N
c5,99,6,8046,N
c5,98,22,8047,N
c5,103,127,8048,N
c5,101,65,8049,N
c5,96,34,8050,N
c5,97,43,8051,N
c5,102,61,8052,N
c5,103,52,8053,N
c5,99,21,8054,N
c5,106,115,8055,N
c5,98,119,8056,N
c5,95,26,8057,N
c5,102,95,8058,N
c5,106,62,8059,N
c5,105,114,8060,N
c5,101,75,8061,N
c5,100,83,8062,N
c5,102,83,8063,N
c5,97,93,8064,N
c5,105,122,8065,N
c5,103,69,8066,N
c5,105,97,8067,N
